datahora,Qobs,Qsim
2018-02-17 06:00:00+00:00,78.157,42.854
2018-02-17 12:00:00+00:00,77.747,42.106
2018-02-17 18:00:00+00:00,77.063,41.346
2018-02-18 00:00:00+00:00,76.298,40.599
2018-02-18 06:00:00+00:00,75.737,39.853
2018-02-18 12:00:00+00:00,75.140,39.113
2018-02-18 18:00:00+00:00,74.322,38.400
2018-02-19 00:00:00+00:00,73.672,37.957
2018-02-19 06:00:00+00:00,73.635,37.439
2018-02-19 12:00:00+00:00,73.027,36.837
2018-02-19 18:00:00+00:00,72.902,36.950
2018-02-20 00:00:00+00:00,74.468,37.717
2018-02-20 06:00:00+00:00,74.467,37.964
2018-02-20 12:00:00+00:00,74.658,37.831
2018-02-20 18:00:00+00:00,74.160,37.538
2018-02-21 00:00:00+00:00,75.032,37.270
2018-02-21 06:00:00+00:00,76.630,36.903
2018-02-21 12:00:00+00:00,77.423,36.459
2018-02-21 18:00:00+00:00,75.598,36.521
2018-02-22 00:00:00+00:00,73.363,36.493
2018-02-22 06:00:00+00:00,70.157,36.247
2018-02-22 12:00:00+00:00,67.170,35.882
2018-02-22 18:00:00+00:00,63.722,35.451
2018-02-23 00:00:00+00:00,61.222,34.972
2018-02-23 06:00:00+00:00,59.103,34.470
2018-02-23 12:00:00+00:00,57.095,33.952
2018-02-23 18:00:00+00:00,54.728,33.394
2018-02-24 00:00:00+00:00,52.458,32.816
2018-02-24 06:00:00+00:00,50.797,32.232
2018-02-24 12:00:00+00:00,49.640,31.683
2018-02-24 18:00:00+00:00,48.222,31.100
2018-02-25 00:00:00+00:00,46.688,30.471
2018-02-25 06:00:00+00:00,45.578,29.875
2018-02-25 12:00:00+00:00,45.090,29.338
2018-02-25 18:00:00+00:00,44.435,28.818
2018-02-26 00:00:00+00:00,43.520,28.302
2018-02-26 06:00:00+00:00,42.965,27.801
2018-02-26 12:00:00+00:00,42.378,27.311
2018-02-26 18:00:00+00:00,41.395,26.856
2018-02-27 00:00:00+00:00,41.235,26.321
2018-02-27 06:00:00+00:00,41.013,26.261
2018-02-27 12:00:00+00:00,40.708,26.081
2018-02-27 18:00:00+00:00,40.173,25.785
2018-02-28 00:00:00+00:00,39.880,25.698
2018-02-28 06:00:00+00:00,40.198,25.499
2018-02-28 12:00:00+00:00,40.487,25.219
2018-02-28 18:00:00+00:00,39.685,24.962
2018-03-01 00:00:00+00:00,39.242,24.696
2018-03-01 06:00:00+00:00,39.908,24.376
2018-03-01 12:00:00+00:00,41.943,24.060
2018-03-01 18:00:00+00:00,43.543,23.736
2018-03-02 00:00:00+00:00,44.712,23.509
2018-03-02 06:00:00+00:00,45.058,23.342
2018-03-02 12:00:00+00:00,45.012,23.175
2018-03-02 18:00:00+00:00,44.063,22.944
2018-03-03 00:00:00+00:00,43.122,23.119
2018-03-03 06:00:00+00:00,42.468,23.171
2018-03-03 12:00:00+00:00,42.057,23.086
2018-03-03 18:00:00+00:00,42.035,22.930
2018-03-04 00:00:00+00:00,45.558,23.685
2018-03-04 06:00:00+00:00,50.857,24.114
2018-03-04 12:00:00+00:00,51.250,24.220
2018-03-04 18:00:00+00:00,50.297,24.200
2018-03-05 00:00:00+00:00,50.120,24.104
2018-03-05 06:00:00+00:00,50.898,23.959
2018-03-05 12:00:00+00:00,50.323,23.774
2018-03-05 18:00:00+00:00,48.768,23.562
2018-03-06 00:00:00+00:00,47.598,23.451
2018-03-06 06:00:00+00:00,45.715,23.281
2018-03-06 12:00:00+00:00,43.783,23.060
2018-03-06 18:00:00+00:00,42.543,22.829
2018-03-07 00:00:00+00:00,45.512,24.430
2018-03-07 06:00:00+00:00,47.488,25.490
2018-03-07 12:00:00+00:00,45.032,25.932
2018-03-07 18:00:00+00:00,43.080,26.127
2018-03-08 00:00:00+00:00,42.403,26.147
2018-03-08 06:00:00+00:00,43.133,26.077
2018-03-08 12:00:00+00:00,44.638,25.947
2018-03-08 18:00:00+00:00,46.263,25.771
2018-03-09 00:00:00+00:00,46.673,25.546
2018-03-09 06:00:00+00:00,46.160,25.316
2018-03-09 12:00:00+00:00,45.000,25.062
2018-03-09 18:00:00+00:00,43.002,24.789
2018-03-10 00:00:00+00:00,41.998,24.501
2018-03-10 06:00:00+00:00,41.387,24.202
2018-03-10 12:00:00+00:00,40.722,23.894
2018-03-10 18:00:00+00:00,39.568,23.682
2018-03-11 00:00:00+00:00,39.588,23.832
2018-03-11 06:00:00+00:00,38.790,23.823
2018-03-11 12:00:00+00:00,38.507,23.675
2018-03-11 18:00:00+00:00,38.180,23.470
2018-03-12 00:00:00+00:00,38.977,23.231
2018-03-12 06:00:00+00:00,40.085,22.972
2018-03-12 12:00:00+00:00,40.607,22.697
2018-03-12 18:00:00+00:00,39.668,22.517
2018-03-13 00:00:00+00:00,40.083,22.385
2018-03-13 06:00:00+00:00,39.713,22.191
2018-03-13 12:00:00+00:00,38.823,21.987
2018-03-13 18:00:00+00:00,37.113,21.751
2018-03-14 00:00:00+00:00,36.532,21.494
2018-03-14 06:00:00+00:00,36.088,21.222
2018-03-14 12:00:00+00:00,35.983,20.948
2018-03-14 18:00:00+00:00,36.320,23.118
2018-03-15 00:00:00+00:00,42.968,25.726
2018-03-15 06:00:00+00:00,42.390,27.712
2018-03-15 12:00:00+00:00,45.445,28.833
2018-03-15 18:00:00+00:00,63.045,29.591
2018-03-16 00:00:00+00:00,89.980,30.387
2018-03-16 06:00:00+00:00,105.700,30.845
2018-03-16 12:00:00+00:00,112.363,31.053
2018-03-16 18:00:00+00:00,113.838,31.114
2018-03-17 00:00:00+00:00,112.278,31.067
2018-03-17 06:00:00+00:00,107.005,30.942
2018-03-17 12:00:00+00:00,99.657,30.755
2018-03-17 18:00:00+00:00,91.842,30.514
2018-03-18 00:00:00+00:00,84.658,30.209
2018-03-18 06:00:00+00:00,79.368,29.892
2018-03-18 12:00:00+00:00,75.712,29.548
2018-03-18 18:00:00+00:00,72.493,29.185
2018-03-19 00:00:00+00:00,70.130,28.825
2018-03-19 06:00:00+00:00,67.923,28.447
2018-03-19 12:00:00+00:00,65.945,28.236
2018-03-19 18:00:00+00:00,63.363,27.979
2018-03-20 00:00:00+00:00,62.580,27.626
2018-03-20 06:00:00+00:00,60.718,28.266
2018-03-20 12:00:00+00:00,58.887,28.905
2018-03-20 18:00:00+00:00,57.123,29.098
2018-03-21 00:00:00+00:00,57.627,33.070
2018-03-21 06:00:00+00:00,58.777,35.967
2018-03-21 12:00:00+00:00,59.005,37.401
2018-03-21 18:00:00+00:00,63.895,38.198
2018-03-22 00:00:00+00:00,79.680,38.609
2018-03-22 06:00:00+00:00,99.225,38.773
2018-03-22 12:00:00+00:00,112.398,38.784
2018-03-22 18:00:00+00:00,118.568,38.673
2018-03-23 00:00:00+00:00,119.213,38.469
2018-03-23 06:00:00+00:00,116.198,38.172
2018-03-23 12:00:00+00:00,111.602,37.818
2018-03-23 18:00:00+00:00,106.062,37.413
2018-03-24 00:00:00+00:00,100.262,36.964
2018-03-24 06:00:00+00:00,94.478,36.480
2018-03-24 12:00:00+00:00,89.475,35.966
2018-03-24 18:00:00+00:00,85.070,35.432
2018-03-25 00:00:00+00:00,81.640,35.037
2018-03-25 06:00:00+00:00,80.860,36.133
2018-03-25 12:00:00+00:00,78.905,36.910
2018-03-25 18:00:00+00:00,75.990,37.092
2018-03-26 00:00:00+00:00,74.768,37.060
2018-03-26 06:00:00+00:00,74.888,36.866
2018-03-26 12:00:00+00:00,76.315,36.775
2018-03-26 18:00:00+00:00,78.770,36.886
2018-03-27 00:00:00+00:00,82.328,37.797
2018-03-27 06:00:00+00:00,85.688,38.484
2018-03-27 12:00:00+00:00,87.822,38.658
2018-03-27 18:00:00+00:00,88.543,38.594
2018-03-28 00:00:00+00:00,88.432,39.459
2018-03-28 06:00:00+00:00,88.870,40.823
2018-03-28 12:00:00+00:00,88.992,41.450
2018-03-28 18:00:00+00:00,88.855,41.591
2018-03-29 00:00:00+00:00,88.877,41.688
2018-03-29 06:00:00+00:00,89.180,41.885
2018-03-29 12:00:00+00:00,89.827,41.819
2018-03-29 18:00:00+00:00,91.077,42.111
2018-03-30 00:00:00+00:00,92.808,42.881
2018-03-30 06:00:00+00:00,93.327,43.166
2018-03-30 12:00:00+00:00,95.353,43.083
2018-03-30 18:00:00+00:00,100.065,42.820
2018-03-31 00:00:00+00:00,109.568,42.437
2018-03-31 06:00:00+00:00,118.387,41.970
2018-03-31 12:00:00+00:00,123.385,41.452
2018-03-31 18:00:00+00:00,124.685,40.972
2018-04-01 00:00:00+00:00,123.957,41.840
2018-04-01 06:00:00+00:00,121.820,42.193
2018-04-01 12:00:00+00:00,118.952,42.073
2018-04-01 18:00:00+00:00,116.497,41.814
2018-04-02 00:00:00+00:00,115.802,41.423
2018-04-02 06:00:00+00:00,116.250,40.935
2018-04-02 12:00:00+00:00,116.495,40.383
2018-04-02 18:00:00+00:00,115.395,39.787
2018-04-03 00:00:00+00:00,113.838,39.158
2018-04-03 06:00:00+00:00,111.488,38.506
2018-04-03 12:00:00+00:00,108.885,37.836
2018-04-03 18:00:00+00:00,105.867,37.155
2018-04-04 00:00:00+00:00,103.352,36.467
2018-04-04 06:00:00+00:00,100.357,35.776
2018-04-04 12:00:00+00:00,96.937,35.084
2018-04-04 18:00:00+00:00,92.977,34.394
2018-04-05 00:00:00+00:00,89.290,33.708
2018-04-05 06:00:00+00:00,85.635,33.074
2018-04-05 12:00:00+00:00,82.152,32.436
2018-04-05 18:00:00+00:00,78.777,31.789
2018-04-06 00:00:00+00:00,76.078,31.172
2018-04-06 06:00:00+00:00,73.365,30.543
2018-04-06 12:00:00+00:00,71.400,29.924
2018-04-06 18:00:00+00:00,69.977,29.312
2018-04-07 00:00:00+00:00,68.955,28.702
2018-04-07 06:00:00+00:00,67.753,28.109
2018-04-07 12:00:00+00:00,66.477,27.527
2018-04-07 18:00:00+00:00,64.902,26.955
2018-04-08 00:00:00+00:00,63.475,26.394
2018-04-08 06:00:00+00:00,62.150,25.847
2018-04-08 12:00:00+00:00,60.677,25.312
2018-04-08 18:00:00+00:00,58.718,24.790
2018-04-09 00:00:00+00:00,57.220,24.277
2018-04-09 06:00:00+00:00,55.490,23.777
2018-04-09 12:00:00+00:00,53.947,23.326
2018-04-09 18:00:00+00:00,52.592,22.883
2018-04-10 00:00:00+00:00,52.038,22.425
2018-04-10 06:00:00+00:00,51.518,21.988
2018-04-10 12:00:00+00:00,51.068,21.568
2018-04-10 18:00:00+00:00,50.693,21.155
2018-04-11 00:00:00+00:00,50.328,20.726
2018-04-11 06:00:00+00:00,49.500,20.331
2018-04-11 12:00:00+00:00,48.582,19.945
2018-04-11 18:00:00+00:00,47.430,19.570
2018-04-12 00:00:00+00:00,47.038,19.205
2018-04-12 06:00:00+00:00,46.658,18.849
2018-04-12 12:00:00+00:00,46.182,18.508
2018-04-12 18:00:00+00:00,45.093,18.185
2018-04-13 00:00:00+00:00,44.342,17.863
2018-04-13 06:00:00+00:00,43.603,17.551
2018-04-13 12:00:00+00:00,43.072,17.251
2018-04-13 18:00:00+00:00,42.578,16.957
2018-04-14 00:00:00+00:00,42.540,16.625
2018-04-14 06:00:00+00:00,42.140,16.446
2018-04-14 12:00:00+00:00,41.945,16.268
2018-04-14 18:00:00+00:00,41.120,16.059
2018-04-15 00:00:00+00:00,40.432,15.878
2018-04-15 06:00:00+00:00,39.720,15.703
2018-04-15 12:00:00+00:00,39.518,15.525
2018-04-15 18:00:00+00:00,39.285,15.349
2018-04-16 00:00:00+00:00,39.348,15.231
2018-04-16 06:00:00+00:00,39.302,15.158
2018-04-16 12:00:00+00:00,39.215,15.165
2018-04-16 18:00:00+00:00,38.683,15.150
2018-04-17 00:00:00+00:00,38.753,15.108
2018-04-17 06:00:00+00:00,38.845,15.114
2018-04-17 12:00:00+00:00,39.258,15.125
2018-04-17 18:00:00+00:00,39.510,15.089
2018-04-18 00:00:00+00:00,39.175,14.997
2018-04-18 06:00:00+00:00,39.490,14.892
2018-04-18 12:00:00+00:00,40.415,14.779
2018-04-18 18:00:00+00:00,40.937,14.650
2018-04-19 00:00:00+00:00,41.393,14.509
2018-04-19 06:00:00+00:00,41.863,14.363
2018-04-19 12:00:00+00:00,42.193,14.216
2018-04-19 18:00:00+00:00,41.680,14.063
2018-04-20 00:00:00+00:00,41.282,13.908
2018-04-20 06:00:00+00:00,41.100,13.754
2018-04-20 12:00:00+00:00,41.468,13.600
2018-04-20 18:00:00+00:00,41.397,13.447
2018-04-21 00:00:00+00:00,41.757,13.295
2018-04-21 06:00:00+00:00,42.093,13.144
2018-04-21 12:00:00+00:00,42.330,13.000
2018-04-21 18:00:00+00:00,41.947,12.797
2018-04-22 00:00:00+00:00,41.542,12.626
2018-04-22 06:00:00+00:00,40.983,12.474
2018-04-22 12:00:00+00:00,40.550,12.339
2018-04-22 18:00:00+00:00,39.628,12.204
2018-04-23 00:00:00+00:00,39.043,12.065
2018-04-23 06:00:00+00:00,37.980,11.938
2018-04-23 12:00:00+00:00,36.848,11.814
2018-04-23 18:00:00+00:00,35.728,11.692
2018-04-24 00:00:00+00:00,35.140,11.573
2018-04-24 06:00:00+00:00,34.525,11.456
2018-04-24 12:00:00+00:00,34.065,11.347
2018-04-24 18:00:00+00:00,33.932,11.240
2018-04-25 00:00:00+00:00,33.088,11.134
2018-04-25 06:00:00+00:00,32.108,11.029
2018-04-25 12:00:00+00:00,31.862,10.927
2018-04-25 18:00:00+00:00,31.550,10.831
2018-04-26 00:00:00+00:00,31.092,10.736
2018-04-26 06:00:00+00:00,30.725,10.656
2018-04-26 12:00:00+00:00,30.527,10.583
2018-04-26 18:00:00+00:00,30.648,10.506
2018-04-27 00:00:00+00:00,30.473,10.427
2018-04-27 06:00:00+00:00,30.580,10.323
2018-04-27 12:00:00+00:00,30.748,10.236
2018-04-27 18:00:00+00:00,30.663,10.158
2018-04-28 00:00:00+00:00,30.360,9.985
2018-04-28 06:00:00+00:00,30.285,9.905
2018-04-28 12:00:00+00:00,30.467,9.835
2018-04-28 18:00:00+00:00,30.642,9.767
2018-04-29 00:00:00+00:00,30.092,9.701
2018-04-29 06:00:00+00:00,29.712,9.640
2018-04-29 12:00:00+00:00,29.492,9.593
2018-04-29 18:00:00+00:00,29.467,9.541
2018-04-30 00:00:00+00:00,30.553,9.487
2018-04-30 06:00:00+00:00,30.988,9.431
2018-04-30 12:00:00+00:00,30.783,9.381
2018-04-30 18:00:00+00:00,29.995,9.329
2018-05-01 00:00:00+00:00,30.077,9.277
2018-05-01 06:00:00+00:00,29.723,9.226
2018-05-01 12:00:00+00:00,29.435,9.175
2018-05-01 18:00:00+00:00,29.178,9.130
2018-05-02 00:00:00+00:00,28.833,9.280
2018-05-02 06:00:00+00:00,28.408,9.339
2018-05-02 12:00:00+00:00,28.027,9.365
2018-05-02 18:00:00+00:00,27.398,9.390
2018-05-03 00:00:00+00:00,27.217,9.414
2018-05-03 06:00:00+00:00,27.123,9.417
2018-05-03 12:00:00+00:00,27.305,9.399
2018-05-03 18:00:00+00:00,27.638,9.391
2018-05-04 00:00:00+00:00,27.547,9.360
2018-05-04 06:00:00+00:00,27.313,9.342
2018-05-04 12:00:00+00:00,27.127,9.321
2018-05-04 18:00:00+00:00,26.965,9.298
2018-05-05 00:00:00+00:00,27.003,9.244
2018-05-05 06:00:00+00:00,27.225,9.189
2018-05-05 12:00:00+00:00,27.622,9.172
2018-05-05 18:00:00+00:00,28.305,9.148
2018-05-06 00:00:00+00:00,28.318,9.112
2018-05-06 06:00:00+00:00,27.993,9.070
2018-05-06 12:00:00+00:00,27.458,9.034
2018-05-06 18:00:00+00:00,26.940,8.983
2018-05-07 00:00:00+00:00,27.220,8.946
2018-05-07 06:00:00+00:00,27.733,9.035
2018-05-07 12:00:00+00:00,28.215,9.156
2018-05-07 18:00:00+00:00,28.008,9.291
2018-05-08 00:00:00+00:00,27.830,9.377
2018-05-08 06:00:00+00:00,27.473,9.415
2018-05-08 12:00:00+00:00,27.520,9.447
2018-05-08 18:00:00+00:00,27.628,9.480
2018-05-09 00:00:00+00:00,27.468,9.483
2018-05-09 06:00:00+00:00,27.250,9.513
2018-05-09 12:00:00+00:00,27.198,9.571
2018-05-09 18:00:00+00:00,27.357,9.599
2018-05-10 00:00:00+00:00,26.917,9.600
2018-05-10 06:00:00+00:00,26.743,9.593
2018-05-10 12:00:00+00:00,27.213,9.579
2018-05-10 18:00:00+00:00,27.795,9.570
2018-05-11 00:00:00+00:00,27.682,9.549
2018-05-11 06:00:00+00:00,27.725,9.518
2018-05-11 12:00:00+00:00,28.255,9.492
2018-05-11 18:00:00+00:00,28.588,9.462
2018-05-12 00:00:00+00:00,28.590,9.426
2018-05-12 06:00:00+00:00,28.482,9.468
2018-05-12 12:00:00+00:00,28.503,9.479
2018-05-12 18:00:00+00:00,28.548,9.461
2018-05-13 00:00:00+00:00,28.660,9.432
2018-05-13 06:00:00+00:00,28.858,9.396
2018-05-13 12:00:00+00:00,28.993,9.360
2018-05-13 18:00:00+00:00,28.510,9.319
2018-05-14 00:00:00+00:00,28.093,9.274
2018-05-14 06:00:00+00:00,27.420,9.227
2018-05-14 12:00:00+00:00,26.732,9.178
2018-05-14 18:00:00+00:00,26.088,9.129
2018-05-15 00:00:00+00:00,25.937,9.078
2018-05-15 06:00:00+00:00,25.532,9.027
2018-05-15 12:00:00+00:00,25.093,8.976
2018-05-15 18:00:00+00:00,24.742,8.924
2018-05-16 00:00:00+00:00,24.582,9.425
2018-05-16 06:00:00+00:00,24.723,9.922
2018-05-16 12:00:00+00:00,24.905,10.183
2018-05-16 18:00:00+00:00,25.118,10.336
2018-05-17 00:00:00+00:00,25.025,10.427
2018-05-17 06:00:00+00:00,25.283,10.477
2018-05-17 12:00:00+00:00,26.767,10.501
2018-05-17 18:00:00+00:00,27.778,10.506
2018-05-18 00:00:00+00:00,27.415,10.493
2018-05-18 06:00:00+00:00,26.522,10.468
2018-05-18 12:00:00+00:00,25.885,10.433
2018-05-18 18:00:00+00:00,25.387,10.550
2018-05-19 00:00:00+00:00,24.893,10.934
2018-05-19 06:00:00+00:00,25.137,13.391
2018-05-19 12:00:00+00:00,26.477,15.183
2018-05-19 18:00:00+00:00,26.505,16.153
2018-05-20 00:00:00+00:00,27.483,16.959
2018-05-20 06:00:00+00:00,28.985,17.529
2018-05-20 12:00:00+00:00,31.845,17.890
2018-05-20 18:00:00+00:00,34.057,18.117
2018-05-21 00:00:00+00:00,36.877,18.251
2018-05-21 06:00:00+00:00,37.902,18.314
2018-05-21 12:00:00+00:00,36.778,18.321
2018-05-21 18:00:00+00:00,34.780,18.285
2018-05-22 00:00:00+00:00,33.255,18.212
2018-05-22 06:00:00+00:00,31.938,18.104
2018-05-22 12:00:00+00:00,30.813,17.977
2018-05-22 18:00:00+00:00,29.847,17.828
2018-05-23 00:00:00+00:00,28.953,17.660
2018-05-23 06:00:00+00:00,28.192,17.477
2018-05-23 12:00:00+00:00,27.663,17.283
2018-05-23 18:00:00+00:00,27.297,17.079
2018-05-24 00:00:00+00:00,26.163,16.867
2018-05-24 06:00:00+00:00,25.355,16.648
2018-05-24 12:00:00+00:00,25.345,16.424
2018-05-24 18:00:00+00:00,25.330,16.199
2018-05-25 00:00:00+00:00,24.750,15.972
2018-05-25 06:00:00+00:00,24.343,15.742
2018-05-25 12:00:00+00:00,24.030,15.513
2018-05-25 18:00:00+00:00,24.110,15.286
2018-05-26 00:00:00+00:00,23.895,15.062
2018-05-26 06:00:00+00:00,23.902,14.839
2018-05-26 12:00:00+00:00,24.180,14.618
2018-05-26 18:00:00+00:00,24.755,14.398
2018-05-27 00:00:00+00:00,24.015,14.181
2018-05-27 06:00:00+00:00,23.075,13.966
2018-05-27 12:00:00+00:00,21.985,13.755
2018-05-27 18:00:00+00:00,21.230,13.546
2018-05-28 00:00:00+00:00,20.990,13.342
2018-05-28 06:00:00+00:00,20.915,13.141
2018-05-28 12:00:00+00:00,20.860,12.944
2018-05-28 18:00:00+00:00,20.705,12.751
2018-05-29 00:00:00+00:00,21.068,12.561
2018-05-29 06:00:00+00:00,21.285,12.376
2018-05-29 12:00:00+00:00,21.390,12.206
2018-05-29 18:00:00+00:00,21.382,12.040
2018-05-30 00:00:00+00:00,21.158,11.873
2018-05-30 06:00:00+00:00,21.032,11.712
2018-05-30 12:00:00+00:00,20.958,11.563
2018-05-30 18:00:00+00:00,21.040,11.417
2018-05-31 00:00:00+00:00,20.915,11.270
2018-05-31 06:00:00+00:00,20.773,11.122
2018-05-31 12:00:00+00:00,20.730,10.977
2018-05-31 18:00:00+00:00,20.852,10.835
2018-06-01 00:00:00+00:00,20.788,10.695
2018-06-01 06:00:00+00:00,20.705,10.558
2018-06-01 12:00:00+00:00,20.555,10.424
2018-06-01 18:00:00+00:00,20.327,10.294
2018-06-02 00:00:00+00:00,20.220,10.256
2018-06-02 06:00:00+00:00,20.325,10.196
2018-06-02 12:00:00+00:00,20.408,10.789
2018-06-02 18:00:00+00:00,20.932,11.445
2018-06-03 00:00:00+00:00,20.720,11.967
2018-06-03 06:00:00+00:00,20.602,12.451
2018-06-03 12:00:00+00:00,20.658,12.735
2018-06-03 18:00:00+00:00,20.658,12.891
2018-06-04 00:00:00+00:00,20.878,12.973
2018-06-04 06:00:00+00:00,21.622,13.002
2018-06-04 12:00:00+00:00,22.870,13.091
2018-06-04 18:00:00+00:00,23.200,13.135
2018-06-05 00:00:00+00:00,22.888,13.297
2018-06-05 06:00:00+00:00,22.447,13.691
2018-06-05 12:00:00+00:00,22.158,13.970
2018-06-05 18:00:00+00:00,22.262,14.176
2018-06-06 00:00:00+00:00,22.158,14.489
2018-06-06 06:00:00+00:00,22.035,14.694
2018-06-06 12:00:00+00:00,22.860,14.769
2018-06-06 18:00:00+00:00,23.163,14.781
2018-06-07 00:00:00+00:00,22.710,14.747
2018-06-07 06:00:00+00:00,22.517,14.682
2018-06-07 12:00:00+00:00,23.185,15.304
2018-06-07 18:00:00+00:00,24.262,15.725
2018-06-08 00:00:00+00:00,23.878,15.891
2018-06-08 06:00:00+00:00,23.148,15.948
2018-06-08 12:00:00+00:00,22.630,15.943
2018-06-08 18:00:00+00:00,22.690,15.897
2018-06-09 00:00:00+00:00,22.923,15.808
2018-06-09 06:00:00+00:00,23.228,15.694
2018-06-09 12:00:00+00:00,23.602,15.582
2018-06-09 18:00:00+00:00,24.182,15.445
2018-06-10 00:00:00+00:00,24.103,15.288
2018-06-10 06:00:00+00:00,23.873,15.119
2018-06-10 12:00:00+00:00,23.992,14.941
2018-06-10 18:00:00+00:00,24.157,14.754
2018-06-11 00:00:00+00:00,24.113,14.563
2018-06-11 06:00:00+00:00,23.773,14.368
2018-06-11 12:00:00+00:00,23.308,14.171
2018-06-11 18:00:00+00:00,22.553,13.972
2018-06-12 00:00:00+00:00,22.595,13.774
2018-06-12 06:00:00+00:00,22.540,13.576
2018-06-12 12:00:00+00:00,22.365,13.377
2018-06-12 18:00:00+00:00,22.420,14.220
2018-06-13 00:00:00+00:00,23.448,16.326
2018-06-13 06:00:00+00:00,23.325,17.720
2018-06-13 12:00:00+00:00,22.825,18.444
2018-06-13 18:00:00+00:00,22.623,18.867
2018-06-14 00:00:00+00:00,24.438,19.116
2018-06-14 06:00:00+00:00,26.942,19.242
2018-06-14 12:00:00+00:00,30.078,19.280
2018-06-14 18:00:00+00:00,34.322,19.316
2018-06-15 00:00:00+00:00,38.590,20.174
2018-06-15 06:00:00+00:00,40.605,21.080
2018-06-15 12:00:00+00:00,39.517,21.705
2018-06-15 18:00:00+00:00,37.293,22.187
2018-06-16 00:00:00+00:00,34.850,22.504
2018-06-16 06:00:00+00:00,32.943,22.818
2018-06-16 12:00:00+00:00,32.742,23.479
2018-06-16 18:00:00+00:00,32.617,23.856
2018-06-17 00:00:00+00:00,31.945,24.015
2018-06-17 06:00:00+00:00,31.627,24.117
2018-06-17 12:00:00+00:00,31.723,24.090
2018-06-17 18:00:00+00:00,31.705,23.969
2018-06-18 00:00:00+00:00,31.612,23.787
2018-06-18 06:00:00+00:00,31.755,23.564
2018-06-18 12:00:00+00:00,32.222,23.317
2018-06-18 18:00:00+00:00,32.425,23.037
2018-06-19 00:00:00+00:00,32.083,22.741
2018-06-19 06:00:00+00:00,31.748,22.423
2018-06-19 12:00:00+00:00,31.392,22.103
2018-06-19 18:00:00+00:00,30.967,21.766
2018-06-20 00:00:00+00:00,30.292,21.416
2018-06-20 06:00:00+00:00,29.947,21.068
2018-06-20 12:00:00+00:00,29.725,20.715
2018-06-20 18:00:00+00:00,29.567,20.365
2018-06-21 00:00:00+00:00,28.905,20.009
2018-06-21 06:00:00+00:00,28.540,19.653
2018-06-21 12:00:00+00:00,28.353,19.309
2018-06-21 18:00:00+00:00,28.017,19.069
2018-06-22 00:00:00+00:00,27.355,18.789
2018-06-22 06:00:00+00:00,26.882,18.481
2018-06-22 12:00:00+00:00,26.660,18.176
2018-06-22 18:00:00+00:00,26.198,17.861
2018-06-23 00:00:00+00:00,25.237,17.528
2018-06-23 06:00:00+00:00,24.597,17.203
2018-06-23 12:00:00+00:00,24.573,16.889
2018-06-23 18:00:00+00:00,24.293,16.585
2018-06-24 00:00:00+00:00,24.007,16.281
2018-06-24 06:00:00+00:00,23.727,15.977
2018-06-24 12:00:00+00:00,23.987,15.677
2018-06-24 18:00:00+00:00,23.812,15.381
2018-06-25 00:00:00+00:00,23.788,15.089
2018-06-25 06:00:00+00:00,23.332,14.812
2018-06-25 12:00:00+00:00,22.727,14.537
2018-06-25 18:00:00+00:00,21.975,14.271
2018-06-26 00:00:00+00:00,22.403,14.011
2018-06-26 06:00:00+00:00,22.948,13.798
2018-06-26 12:00:00+00:00,23.153,13.606
2018-06-26 18:00:00+00:00,23.335,13.434
2018-06-27 00:00:00+00:00,23.998,14.523
2018-06-27 06:00:00+00:00,24.892,17.250
2018-06-27 12:00:00+00:00,29.530,21.669
2018-06-27 18:00:00+00:00,31.258,24.588
2018-06-28 00:00:00+00:00,32.222,26.324
2018-06-28 06:00:00+00:00,35.500,27.452
2018-06-28 12:00:00+00:00,43.840,28.196
2018-06-28 18:00:00+00:00,54.667,28.676
2018-06-29 00:00:00+00:00,63.335,28.954
2018-06-29 06:00:00+00:00,67.688,29.080
2018-06-29 12:00:00+00:00,68.178,29.093
2018-06-29 18:00:00+00:00,66.240,29.013
2018-06-30 00:00:00+00:00,63.577,28.853
2018-06-30 06:00:00+00:00,60.773,28.881
2018-06-30 12:00:00+00:00,58.235,28.818
2018-06-30 18:00:00+00:00,55.245,28.622
2018-07-01 00:00:00+00:00,52.403,28.346
2018-07-01 06:00:00+00:00,49.375,28.018
2018-07-01 12:00:00+00:00,47.015,27.653
2018-07-01 18:00:00+00:00,45.725,27.258
2018-07-02 00:00:00+00:00,45.358,26.840
2018-07-02 06:00:00+00:00,44.868,26.405
2018-07-02 12:00:00+00:00,43.918,25.957
2018-07-02 18:00:00+00:00,42.025,25.502
2018-07-03 00:00:00+00:00,40.487,25.040
2018-07-03 06:00:00+00:00,38.442,24.572
2018-07-03 12:00:00+00:00,36.223,24.101
2018-07-03 18:00:00+00:00,34.423,23.629
2018-07-04 00:00:00+00:00,33.173,23.200
2018-07-04 06:00:00+00:00,32.418,23.210
2018-07-04 12:00:00+00:00,31.578,23.073
2018-07-04 18:00:00+00:00,31.093,22.789
2018-07-05 00:00:00+00:00,30.432,22.451
2018-07-05 06:00:00+00:00,29.972,22.095
2018-07-05 12:00:00+00:00,29.788,21.731
2018-07-05 18:00:00+00:00,29.808,21.358
2018-07-06 00:00:00+00:00,29.530,20.971
2018-07-06 06:00:00+00:00,28.740,20.577
2018-07-06 12:00:00+00:00,28.573,20.179
2018-07-06 18:00:00+00:00,28.478,19.782
