65060001,2552023
SAO MATEUS DO SUL,RIO IGUACU
8628139,-50.38172,-25.8824
datahora,q_m3s,qc1_m3s
1971-09-05T10:00:00+00:00,48.35,48.35
1971-09-06T10:00:00+00:00,57.29,57.29
1971-09-07T10:00:00+00:00,76.00,76.00
1971-09-08T10:00:00+00:00,92.90,92.90
1971-09-09T10:00:00+00:00,100.45,100.45
1971-09-10T10:00:00+00:00,96.60,96.60
1971-09-11T10:00:00+00:00,86.52,86.52
1971-09-12T10:00:00+00:00,81.56,81.56
1971-09-13T10:00:00+00:00,78.46,78.46
1971-09-14T10:00:00+00:00,74.80,74.80
1971-09-15T10:00:00+00:00,70.60,70.60
1971-09-16T10:00:00+00:00,67.12,67.12
1971-09-17T10:00:00+00:00,63.06,63.06
1971-09-18T10:00:00+00:00,60.16,60.16
1971-09-19T10:00:00+00:00,57.86,57.86
1971-09-20T10:00:00+00:00,56.72,56.72
1971-09-21T10:00:00+00:00,54.44,54.44
1971-09-22T10:00:00+00:00,51.65,51.65
1971-09-23T10:00:00+00:00,48.90,48.90
1971-09-24T10:00:00+00:00,51.10,51.10
1971-09-25T10:00:00+00:00,57.29,57.29
1971-09-26T10:00:00+00:00,66.54,66.54
1971-09-27T10:00:00+00:00,78.46,78.46
1971-09-28T10:00:00+00:00,83.42,83.42
1971-09-29T10:00:00+00:00,85.28,85.28
1971-09-30T10:00:00+00:00,77.84,77.84
1971-10-01T10:00:00+00:00,70.60,70.60
1971-10-02T10:00:00+00:00,64.80,64.80
1971-10-03T10:00:00+00:00,57.86,57.86
1971-10-04T10:00:00+00:00,52.75,52.75
1971-10-05T10:00:00+00:00,50.55,50.55
1971-10-06T10:00:00+00:00,48.35,48.35
1971-10-07T10:00:00+00:00,48.90,48.90
1971-10-08T10:00:00+00:00,52.75,52.75
1971-10-09T10:00:00+00:00,57.29,57.29
1971-10-10T10:00:00+00:00,82.80,82.80
1971-10-11T10:00:00+00:00,132.40,132.40
1971-10-12T10:00:00+00:00,158.40,158.40
1971-10-13T10:00:00+00:00,170.80,170.80
1971-10-14T10:00:00+00:00,176.40,176.40
1971-10-15T10:00:00+00:00,178.00,178.00
1971-10-16T10:00:00+00:00,174.00,174.00
1971-10-17T10:00:00+00:00,162.00,162.00
1971-10-18T10:00:00+00:00,140.80,140.80
1971-10-19T10:00:00+00:00,112.20,112.20
1971-10-20T10:00:00+00:00,87.76,87.76
1971-10-21T10:00:00+00:00,73.60,73.60
1971-10-22T10:00:00+00:00,65.96,65.96
1971-10-23T10:00:00+00:00,60.74,60.74
1971-10-24T10:00:00+00:00,56.15,56.15
1971-10-25T10:00:00+00:00,55.58,55.58
1971-10-26T10:00:00+00:00,52.75,52.75
1971-10-27T10:00:00+00:00,49.45,49.45
1971-10-28T10:00:00+00:00,45.48,45.48
1971-10-29T10:00:00+00:00,43.74,43.74
1971-10-30T10:00:00+00:00,42.00,42.00
1971-10-31T10:00:00+00:00,41.50,41.50
1971-11-01T10:00:00+00:00,41.00,41.00
1971-11-02T10:00:00+00:00,41.50,41.50
1971-11-03T10:00:00+00:00,41.50,41.50
1971-11-04T10:00:00+00:00,40.50,40.50
1971-11-05T10:00:00+00:00,39.00,39.00
1971-11-06T10:00:00+00:00,38.50,38.50
1971-11-07T10:00:00+00:00,37.00,37.00
1971-11-08T10:00:00+00:00,36.49,36.49
1971-11-09T10:00:00+00:00,34.45,34.45
1971-11-10T10:00:00+00:00,32.92,32.92
1971-11-11T10:00:00+00:00,31.41,31.41
1971-11-12T10:00:00+00:00,30.43,30.43
1971-11-13T10:00:00+00:00,29.45,29.45
1971-11-14T10:00:00+00:00,28.96,28.96
1971-11-15T10:00:00+00:00,27.98,27.98
1971-11-16T10:00:00+00:00,26.54,26.54
1971-11-17T10:00:00+00:00,25.62,25.62
1971-11-18T10:00:00+00:00,25.16,25.16
1971-11-19T10:00:00+00:00,24.70,24.70
1971-11-20T10:00:00+00:00,23.78,23.78
1971-11-21T10:00:00+00:00,22.86,22.86
1971-11-22T10:00:00+00:00,22.40,22.40
1971-11-23T10:00:00+00:00,22.86,22.86
1971-11-24T10:00:00+00:00,23.32,23.32
1971-11-25T10:00:00+00:00,23.32,23.32
1971-11-26T10:00:00+00:00,23.32,23.32
1971-11-27T10:00:00+00:00,25.62,25.62
1971-11-28T10:00:00+00:00,27.00,27.00
1971-11-29T10:00:00+00:00,27.98,27.98
1971-11-30T10:00:00+00:00,30.43,30.43
1971-12-01T10:00:00+00:00,32.92,32.92
1971-12-02T10:00:00+00:00,33.43,33.43
1971-12-03T10:00:00+00:00,36.49,36.49
1971-12-04T10:00:00+00:00,43.16,43.16
1971-12-05T10:00:00+00:00,46.06,46.06
1971-12-06T10:00:00+00:00,41.50,41.50
1971-12-07T10:00:00+00:00,37.50,37.50
1971-12-08T10:00:00+00:00,33.94,33.94
1971-12-09T10:00:00+00:00,29.94,29.94
1971-12-10T10:00:00+00:00,27.49,27.49
1971-12-11T10:00:00+00:00,25.62,25.62
1971-12-12T10:00:00+00:00,23.78,23.78
1971-12-13T10:00:00+00:00,23.32,23.32
1971-12-14T10:00:00+00:00,22.86,22.86
1971-12-15T10:00:00+00:00,21.54,21.54
1971-12-16T10:00:00+00:00,21.11,21.11
1971-12-17T10:00:00+00:00,21.11,21.11
1971-12-18T10:00:00+00:00,21.97,21.97
1971-12-19T10:00:00+00:00,26.54,26.54
1971-12-20T10:00:00+00:00,28.96,28.96
1971-12-21T10:00:00+00:00,39.50,39.50
1971-12-22T10:00:00+00:00,33.94,33.94
1971-12-23T10:00:00+00:00,46.64,46.64
1971-12-24T10:00:00+00:00,57.86,57.86
1971-12-25T10:00:00+00:00,65.96,65.96
1971-12-26T10:00:00+00:00,61.90,61.90
1971-12-27T10:00:00+00:00,45.48,45.48
1971-12-28T10:00:00+00:00,43.16,43.16
1971-12-29T10:00:00+00:00,37.00,37.00
1971-12-30T10:00:00+00:00,34.45,34.45
1971-12-31T10:00:00+00:00,35.98,35.98
1972-01-01T10:00:00+00:00,46.64,46.64
1972-01-02T10:00:00+00:00,61.32,61.32
1972-01-03T10:00:00+00:00,68.28,68.28
1972-01-04T10:00:00+00:00,63.64,63.64
1972-01-05T10:00:00+00:00,52.20,52.20
1972-01-06T10:00:00+00:00,47.22,47.22
1972-01-07T10:00:00+00:00,46.64,46.64
1972-01-08T10:00:00+00:00,62.48,62.48
1972-01-09T10:00:00+00:00,98.80,98.80
1972-01-10T10:00:00+00:00,126.80,126.80
1972-01-11T10:00:00+00:00,140.80,140.80
1972-01-12T10:00:00+00:00,146.60,146.60
1972-01-13T10:00:00+00:00,149.00,149.00
1972-01-14T10:00:00+00:00,149.00,149.00
1972-01-15T10:00:00+00:00,147.40,147.40
1972-01-16T10:00:00+00:00,145.00,145.00
1972-01-17T10:00:00+00:00,146.60,146.60
1972-01-18T10:00:00+00:00,149.00,149.00
1972-01-19T10:00:00+00:00,149.80,149.80
1972-01-20T10:00:00+00:00,152.20,152.20
1972-01-21T10:00:00+00:00,153.90,153.90
1972-01-22T10:00:00+00:00,156.60,156.60
1972-01-23T10:00:00+00:00,153.90,153.90
1972-01-24T10:00:00+00:00,155.70,155.70
1972-01-25T10:00:00+00:00,156.60,156.60
1972-01-26T10:00:00+00:00,156.60,156.60
1972-01-27T10:00:00+00:00,153.90,153.90
1972-01-28T10:00:00+00:00,146.60,146.60
1972-01-29T10:00:00+00:00,142.20,142.20
1972-01-30T10:00:00+00:00,137.20,137.20
1972-01-31T10:00:00+00:00,134.80,134.80
1972-02-01T10:00:00+00:00,134.80,134.80
1972-02-02T10:00:00+00:00,136.40,136.40
1972-02-03T10:00:00+00:00,140.10,140.10
1972-02-04T10:00:00+00:00,142.90,142.90
1972-02-05T10:00:00+00:00,145.80,145.80
1972-02-06T10:00:00+00:00,151.40,151.40
1972-02-07T10:00:00+00:00,153.00,153.00
1972-02-08T10:00:00+00:00,166.00,166.00
1972-02-09T10:00:00+00:00,174.80,174.80
1972-02-10T10:00:00+00:00,188.80,188.80
1972-02-11T10:00:00+00:00,198.70,198.70
1972-02-12T10:00:00+00:00,208.30,208.30
1972-02-13T10:00:00+00:00,231.60,231.60
1972-02-14T10:00:00+00:00,243.90,243.90
1972-02-15T10:00:00+00:00,250.40,250.40
1972-02-16T10:00:00+00:00,251.70,251.70
1972-02-17T10:00:00+00:00,251.70,251.70
1972-02-18T10:00:00+00:00,255.60,255.60
1972-02-19T10:00:00+00:00,269.00,269.00
1972-02-20T10:00:00+00:00,287.40,287.40
1972-02-21T10:00:00+00:00,309.60,309.60
1972-02-22T10:00:00+00:00,349.00,349.00
1972-02-23T10:00:00+00:00,417.80,417.80
1972-02-24T10:00:00+00:00,469.30,469.30
1972-02-25T10:00:00+00:00,487.00,487.00
1972-02-26T10:00:00+00:00,511.90,511.90
1972-02-27T10:00:00+00:00,525.10,525.10
1972-02-28T10:00:00+00:00,535.00,535.00
1972-02-29T10:00:00+00:00,531.70,531.70
1972-03-01T10:00:00+00:00,518.50,518.50
1972-03-02T10:00:00+00:00,490.00,490.00
1972-03-03T10:00:00+00:00,450.40,450.40
1972-03-04T10:00:00+00:00,411.20,411.20
1972-03-05T10:00:00+00:00,373.90,373.90
1972-03-06T10:00:00+00:00,343.00,343.00
1972-03-07T10:00:00+00:00,311.40,311.40
1972-03-08T10:00:00+00:00,287.40,287.40
1972-03-09T10:00:00+00:00,269.00,269.00
1972-03-10T10:00:00+00:00,269.00,269.00
1972-03-11T10:00:00+00:00,231.60,231.60
1972-03-12T10:00:00+00:00,209.40,209.40
1972-03-13T10:00:00+00:00,191.50,191.50
1972-03-14T10:00:00+00:00,179.80,179.80
1972-03-15T10:00:00+00:00,170.00,170.00
1972-03-16T10:00:00+00:00,165.20,165.20
1972-03-17T10:00:00+00:00,160.20,160.20
1972-03-18T10:00:00+00:00,153.90,153.90
1972-03-19T10:00:00+00:00,149.00,149.00
1972-03-20T10:00:00+00:00,144.30,144.30
1972-03-21T10:00:00+00:00,142.90,142.90
1972-03-22T10:00:00+00:00,138.70,138.70
1972-03-23T10:00:00+00:00,128.40,128.40
1972-03-24T10:00:00+00:00,112.90,112.90
1972-03-25T10:00:00+00:00,100.45,100.45
1972-03-26T10:00:00+00:00,86.52,86.52
1972-03-27T10:00:00+00:00,84.04,84.04
1972-03-28T10:00:00+00:00,82.80,82.80
1972-03-29T10:00:00+00:00,82.18,82.18
1972-03-30T10:00:00+00:00,83.42,83.42
1972-03-31T10:00:00+00:00,88.38,88.38
1972-04-01T10:00:00+00:00,100.45,100.45
1972-04-02T10:00:00+00:00,112.90,112.90
1972-04-03T10:00:00+00:00,122.80,122.80
1972-04-04T10:00:00+00:00,133.20,133.20
1972-04-05T10:00:00+00:00,145.80,145.80
1972-04-06T10:00:00+00:00,135.60,135.60
1972-04-07T10:00:00+00:00,132.40,132.40
1972-04-08T10:00:00+00:00,127.60,127.60
1972-04-09T10:00:00+00:00,122.80,122.80
1972-04-10T10:00:00+00:00,114.30,114.30
1972-04-11T10:00:00+00:00,109.40,109.40
1972-04-12T10:00:00+00:00,104.50,104.50
1972-04-13T10:00:00+00:00,98.80,98.80
1972-04-14T10:00:00+00:00,90.95,90.95
1972-04-15T10:00:00+00:00,84.66,84.66
1972-04-16T10:00:00+00:00,84.04,84.04
1972-04-17T10:00:00+00:00,88.38,88.38
1972-04-18T10:00:00+00:00,89.65,89.65
1972-04-19T10:00:00+00:00,89.65,89.65
1972-04-20T10:00:00+00:00,88.38,88.38
1972-04-21T10:00:00+00:00,84.66,84.66
1972-04-22T10:00:00+00:00,77.22,77.22
1972-04-23T10:00:00+00:00,69.44,69.44
1972-04-24T10:00:00+00:00,63.06,63.06
1972-04-25T10:00:00+00:00,59.58,59.58
1972-04-26T10:00:00+00:00,57.29,57.29
1972-04-27T10:00:00+00:00,54.44,54.44
1972-04-28T10:00:00+00:00,51.65,51.65
1972-04-29T10:00:00+00:00,50.00,50.00
1972-04-30T10:00:00+00:00,48.90,48.90
1972-05-01T10:00:00+00:00,47.22,47.22
1972-05-02T10:00:00+00:00,46.06,46.06
1972-05-03T10:00:00+00:00,44.32,44.32
1972-05-04T10:00:00+00:00,43.16,43.16
1972-05-05T10:00:00+00:00,42.00,42.00
1972-05-06T10:00:00+00:00,41.50,41.50
1972-05-07T10:00:00+00:00,41.50,41.50
1972-05-08T10:00:00+00:00,41.00,41.00
1972-05-09T10:00:00+00:00,40.50,40.50
1972-05-10T10:00:00+00:00,40.00,40.00
1972-05-11T10:00:00+00:00,40.00,40.00
1972-05-12T10:00:00+00:00,39.00,39.00
1972-05-13T10:00:00+00:00,38.00,38.00
1972-05-14T10:00:00+00:00,38.00,38.00
1972-05-15T10:00:00+00:00,38.00,38.00
1972-05-16T10:00:00+00:00,38.00,38.00
1972-05-17T10:00:00+00:00,37.50,37.50
1972-05-18T10:00:00+00:00,37.50,37.50
1972-05-19T10:00:00+00:00,35.98,35.98
1972-05-20T10:00:00+00:00,35.47,35.47
1972-05-21T10:00:00+00:00,33.43,33.43
1972-05-22T10:00:00+00:00,32.92,32.92
1972-05-23T10:00:00+00:00,32.92,32.92
1972-05-24T10:00:00+00:00,33.43,33.43
1972-05-25T10:00:00+00:00,36.49,36.49
1972-05-26T10:00:00+00:00,36.49,36.49
1972-05-27T10:00:00+00:00,35.98,35.98
1972-05-28T10:00:00+00:00,34.96,34.96
1972-05-29T10:00:00+00:00,34.45,34.45
1972-05-30T10:00:00+00:00,33.43,33.43
1972-05-31T10:00:00+00:00,32.41,32.41
1972-06-01T10:00:00+00:00,31.90,31.90
1972-06-02T10:00:00+00:00,29.94,29.94
1972-06-03T10:00:00+00:00,29.94,29.94
1972-06-04T10:00:00+00:00,30.92,30.92
1972-06-05T10:00:00+00:00,32.41,32.41
1972-06-06T10:00:00+00:00,35.98,35.98
1972-06-07T10:00:00+00:00,51.10,51.10
1972-06-08T10:00:00+00:00,53.87,53.87
1972-06-09T10:00:00+00:00,53.30,53.30
1972-06-10T10:00:00+00:00,52.75,52.75
1972-06-11T10:00:00+00:00,44.90,44.90
1972-06-12T10:00:00+00:00,35.47,35.47
1972-06-13T10:00:00+00:00,33.43,33.43
1972-06-14T10:00:00+00:00,31.41,31.41
1972-06-15T10:00:00+00:00,29.45,29.45
1972-06-16T10:00:00+00:00,28.96,28.96
1972-06-17T10:00:00+00:00,29.45,29.45
1972-06-18T10:00:00+00:00,32.92,32.92
1972-06-19T10:00:00+00:00,42.58,42.58
1972-06-20T10:00:00+00:00,47.22,47.22
1972-06-21T10:00:00+00:00,46.06,46.06
1972-06-22T10:00:00+00:00,48.35,48.35
1972-06-23T10:00:00+00:00,47.80,47.80
1972-06-24T10:00:00+00:00,43.16,43.16
1972-06-25T10:00:00+00:00,39.50,39.50
1972-06-26T10:00:00+00:00,36.49,36.49
1972-06-27T10:00:00+00:00,31.90,31.90
1972-06-28T10:00:00+00:00,30.43,30.43
1972-06-29T10:00:00+00:00,28.47,28.47
1972-06-30T10:00:00+00:00,27.00,27.00
1972-07-01T10:00:00+00:00,26.54,26.54
1972-07-02T10:00:00+00:00,26.08,26.08
1972-07-03T10:00:00+00:00,25.16,25.16
1972-07-04T10:00:00+00:00,24.70,24.70
1972-07-05T10:00:00+00:00,24.70,24.70
1972-07-06T10:00:00+00:00,25.62,25.62
1972-07-07T10:00:00+00:00,27.98,27.98
1972-07-08T10:00:00+00:00,33.94,33.94
1972-07-09T10:00:00+00:00,41.50,41.50
1972-07-10T10:00:00+00:00,50.00,50.00
1972-07-11T10:00:00+00:00,53.87,53.87
1972-07-12T10:00:00+00:00,51.65,51.65
1972-07-13T10:00:00+00:00,48.35,48.35
1972-07-14T10:00:00+00:00,48.35,48.35
1972-07-15T10:00:00+00:00,51.10,51.10
1972-07-16T10:00:00+00:00,61.90,61.90
1972-07-17T10:00:00+00:00,68.86,68.86
1972-07-18T10:00:00+00:00,113.60,113.60
1972-07-19T10:00:00+00:00,123.60,123.60
1972-07-20T10:00:00+00:00,122.80,122.80
1972-07-21T10:00:00+00:00,113.60,113.60
1972-07-22T10:00:00+00:00,103.10,103.10
1972-07-23T10:00:00+00:00,96.05,96.05
1972-07-24T10:00:00+00:00,76.00,76.00
1972-07-25T10:00:00+00:00,63.64,63.64
1972-07-26T10:00:00+00:00,60.16,60.16
1972-07-27T10:00:00+00:00,61.32,61.32
1972-07-28T10:00:00+00:00,61.90,61.90
1972-07-29T10:00:00+00:00,62.48,62.48
1972-07-30T10:00:00+00:00,60.74,60.74
1972-07-31T10:00:00+00:00,56.15,56.15
1972-08-01T10:00:00+00:00,53.30,53.30
1972-08-02T10:00:00+00:00,49.45,49.45
1972-08-03T10:00:00+00:00,47.80,47.80
1972-08-04T10:00:00+00:00,49.45,49.45
1972-08-05T10:00:00+00:00,52.75,52.75
1972-08-06T10:00:00+00:00,57.86,57.86
1972-08-07T10:00:00+00:00,82.80,82.80
1972-08-08T10:00:00+00:00,119.20,119.20
1972-08-09T10:00:00+00:00,133.20,133.20
1972-08-10T10:00:00+00:00,140.10,140.10
1972-08-11T10:00:00+00:00,142.20,142.20
1972-08-12T10:00:00+00:00,138.70,138.70
1972-08-13T10:00:00+00:00,131.60,131.60
1972-08-14T10:00:00+00:00,122.80,122.80
1972-08-15T10:00:00+00:00,112.90,112.90
1972-08-16T10:00:00+00:00,101.70,101.70
1972-08-17T10:00:00+00:00,85.90,85.90
1972-08-18T10:00:00+00:00,70.60,70.60
1972-08-19T10:00:00+00:00,60.74,60.74
1972-08-20T10:00:00+00:00,54.44,54.44
1972-08-21T10:00:00+00:00,51.65,51.65
1972-08-22T10:00:00+00:00,49.45,49.45
1972-08-23T10:00:00+00:00,48.35,48.35
1972-08-24T10:00:00+00:00,47.22,47.22
1972-08-25T10:00:00+00:00,47.22,47.22
1972-08-26T10:00:00+00:00,57.29,57.29
1972-08-27T10:00:00+00:00,85.28,85.28
1972-08-28T10:00:00+00:00,133.20,133.20
1972-08-29T10:00:00+00:00,170.80,170.80
1972-08-30T10:00:00+00:00,187.00,187.00
1972-08-31T10:00:00+00:00,205.00,205.00
1972-09-01T10:00:00+00:00,218.40,218.40
1972-09-02T10:00:00+00:00,234.00,234.00
1972-09-03T10:00:00+00:00,247.80,247.80
1972-09-04T10:00:00+00:00,254.30,254.30
1972-09-05T10:00:00+00:00,256.90,256.90
1972-09-06T10:00:00+00:00,255.60,255.60
1972-09-07T10:00:00+00:00,249.10,249.10
1972-09-08T10:00:00+00:00,237.60,237.60
1972-09-09T10:00:00+00:00,230.40,230.40
1972-09-10T10:00:00+00:00,228.00,228.00
1972-09-11T10:00:00+00:00,240.00,240.00
1972-09-12T10:00:00+00:00,255.60,255.60
1972-09-13T10:00:00+00:00,269.00,269.00
1972-09-14T10:00:00+00:00,276.50,276.50
1972-09-15T10:00:00+00:00,278.00,278.00
1972-09-16T10:00:00+00:00,276.50,276.50
1972-09-17T10:00:00+00:00,272.00,272.00
1972-09-18T10:00:00+00:00,269.00,269.00
1972-09-19T10:00:00+00:00,267.50,267.50
1972-09-20T10:00:00+00:00,262.10,262.10
1972-09-21T10:00:00+00:00,254.30,254.30
1972-09-22T10:00:00+00:00,245.20,245.20
1972-09-23T10:00:00+00:00,231.60,231.60
1972-09-24T10:00:00+00:00,214.90,214.90
1972-09-25T10:00:00+00:00,190.60,190.60
1972-09-26T10:00:00+00:00,184.30,184.30
1972-09-27T10:00:00+00:00,181.60,181.60
1972-09-28T10:00:00+00:00,198.70,198.70
1972-09-29T10:00:00+00:00,258.20,258.20
1972-09-30T10:00:00+00:00,230.40,230.40
1972-10-01T10:00:00+00:00,258.20,258.20
1972-10-02T10:00:00+00:00,300.60,300.60
1972-10-03T10:00:00+00:00,359.20,359.20
1972-10-04T10:00:00+00:00,384.80,384.80
1972-10-05T10:00:00+00:00,413.40,413.40
1972-10-06T10:00:00+00:00,450.40,450.40
1972-10-07T10:00:00+00:00,463.90,463.90
1972-10-08T10:00:00+00:00,466.60,466.60
1972-10-09T10:00:00+00:00,453.10,453.10
1972-10-10T10:00:00+00:00,430.00,430.00
1972-10-11T10:00:00+00:00,406.80,406.80
1972-10-12T10:00:00+00:00,378.20,378.20
1972-10-13T10:00:00+00:00,355.00,355.00
1972-10-14T10:00:00+00:00,333.00,333.00
1972-10-15T10:00:00+00:00,319.00,319.00
1972-10-16T10:00:00+00:00,304.20,304.20
1972-10-17T10:00:00+00:00,285.80,285.80
1972-10-18T10:00:00+00:00,272.00,272.00
1972-10-19T10:00:00+00:00,258.20,258.20
1972-10-20T10:00:00+00:00,243.90,243.90
1972-10-21T10:00:00+00:00,230.40,230.40
1972-10-22T10:00:00+00:00,216.00,216.00
1972-10-23T10:00:00+00:00,199.60,199.60
1972-10-24T10:00:00+00:00,178.00,178.00
1972-10-25T10:00:00+00:00,163.60,163.60
1972-10-26T10:00:00+00:00,150.60,150.60
1972-10-27T10:00:00+00:00,136.40,136.40
1972-10-28T10:00:00+00:00,127.60,127.60
1972-10-29T10:00:00+00:00,123.60,123.60
1972-10-30T10:00:00+00:00,122.00,122.00
1972-10-31T10:00:00+00:00,120.60,120.60
1972-11-01T10:00:00+00:00,119.20,119.20
1972-11-02T10:00:00+00:00,122.00,122.00
1972-11-03T10:00:00+00:00,120.60,120.60
1972-11-04T10:00:00+00:00,120.60,120.60
1972-11-05T10:00:00+00:00,120.60,120.60
1972-11-06T10:00:00+00:00,118.50,118.50
1972-11-07T10:00:00+00:00,113.60,113.60
1972-11-08T10:00:00+00:00,105.90,105.90
1972-11-09T10:00:00+00:00,94.85,94.85
1972-11-10T10:00:00+00:00,86.52,86.52
1972-11-11T10:00:00+00:00,80.32,80.32
1972-11-12T10:00:00+00:00,76.00,76.00
1972-11-13T10:00:00+00:00,73.60,73.60
1972-11-14T10:00:00+00:00,73.00,73.00
1972-11-15T10:00:00+00:00,75.40,75.40
1972-11-16T10:00:00+00:00,92.90,92.90
1972-11-17T10:00:00+00:00,99.90,99.90
1972-11-18T10:00:00+00:00,107.30,107.30
1972-11-19T10:00:00+00:00,120.60,120.60
1972-11-20T10:00:00+00:00,139.40,139.40
1972-11-21T10:00:00+00:00,142.90,142.90
1972-11-22T10:00:00+00:00,156.60,156.60
1972-11-23T10:00:00+00:00,162.00,162.00
1972-11-24T10:00:00+00:00,163.60,163.60
1972-11-25T10:00:00+00:00,163.60,163.60
1972-11-26T10:00:00+00:00,157.50,157.50
1972-11-27T10:00:00+00:00,148.20,148.20
1972-11-28T10:00:00+00:00,136.40,136.40
1972-11-29T10:00:00+00:00,122.80,122.80
1972-11-30T10:00:00+00:00,112.20,112.20
1972-12-01T10:00:00+00:00,100.45,100.45
1972-12-02T10:00:00+00:00,101.00,101.00
1972-12-03T10:00:00+00:00,112.20,112.20
1972-12-04T10:00:00+00:00,131.60,131.60
1972-12-05T10:00:00+00:00,142.20,142.20
1972-12-06T10:00:00+00:00,151.40,151.40
1972-12-07T10:00:00+00:00,161.10,161.10
1972-12-08T10:00:00+00:00,165.20,165.20
1972-12-09T10:00:00+00:00,166.80,166.80
1972-12-10T10:00:00+00:00,168.40,168.40
1972-12-11T10:00:00+00:00,168.40,168.40
1972-12-12T10:00:00+00:00,166.80,166.80
1972-12-13T10:00:00+00:00,166.00,166.00
1972-12-14T10:00:00+00:00,164.40,164.40
1972-12-15T10:00:00+00:00,161.10,161.10
1972-12-16T10:00:00+00:00,150.60,150.60
1972-12-17T10:00:00+00:00,135.60,135.60
1972-12-18T10:00:00+00:00,101.70,101.70
1972-12-19T10:00:00+00:00,81.56,81.56
1972-12-20T10:00:00+00:00,71.80,71.80
1972-12-21T10:00:00+00:00,68.86,68.86
1972-12-22T10:00:00+00:00,67.12,67.12
1972-12-23T10:00:00+00:00,69.44,69.44
1972-12-24T10:00:00+00:00,85.28,85.28
1972-12-25T10:00:00+00:00,91.60,91.60
1972-12-26T10:00:00+00:00,122.80,122.80
1972-12-27T10:00:00+00:00,133.20,133.20
1972-12-28T10:00:00+00:00,134.00,134.00
1972-12-29T10:00:00+00:00,126.00,126.00
1972-12-30T10:00:00+00:00,113.60,113.60
1972-12-31T10:00:00+00:00,104.50,104.50
1973-01-01T10:00:00+00:00,99.35,99.35
1973-01-02T10:00:00+00:00,107.30,107.30
1973-01-03T10:00:00+00:00,113.60,113.60
1973-01-04T10:00:00+00:00,120.60,120.60
1973-01-05T10:00:00+00:00,130.80,130.80
1973-01-06T10:00:00+00:00,138.00,138.00
1973-01-07T10:00:00+00:00,143.60,143.60
1973-01-08T10:00:00+00:00,146.60,146.60
1973-01-09T10:00:00+00:00,148.20,148.20
1973-01-10T10:00:00+00:00,147.40,147.40
1973-01-11T10:00:00+00:00,146.60,146.60
1973-01-12T10:00:00+00:00,152.20,152.20
1973-01-13T10:00:00+00:00,148.20,148.20
1973-01-14T10:00:00+00:00,149.00,149.00
1973-01-15T10:00:00+00:00,151.40,151.40
1973-01-16T10:00:00+00:00,153.00,153.00
1973-01-17T10:00:00+00:00,155.70,155.70
1973-01-18T10:00:00+00:00,156.60,156.60
1973-01-19T10:00:00+00:00,154.80,154.80
1973-01-20T10:00:00+00:00,151.40,151.40
1973-01-21T10:00:00+00:00,149.80,149.80
1973-01-22T10:00:00+00:00,147.40,147.40
1973-01-23T10:00:00+00:00,146.60,146.60
1973-01-24T10:00:00+00:00,149.80,149.80
1973-01-25T10:00:00+00:00,156.60,156.60
1973-01-26T10:00:00+00:00,156.60,156.60
1973-01-27T10:00:00+00:00,154.80,154.80
1973-01-28T10:00:00+00:00,153.00,153.00
1973-01-29T10:00:00+00:00,151.40,151.40
1973-01-30T10:00:00+00:00,148.20,148.20
1973-01-31T10:00:00+00:00,140.80,140.80
1973-02-01T10:00:00+00:00,132.40,132.40
1973-02-02T10:00:00+00:00,124.40,124.40
1973-02-03T10:00:00+00:00,119.20,119.20
1973-02-04T10:00:00+00:00,110.80,110.80
1973-02-05T10:00:00+00:00,99.90,99.90
1973-02-06T10:00:00+00:00,95.50,95.50
1973-02-07T10:00:00+00:00,89.00,89.00
1973-02-08T10:00:00+00:00,78.46,78.46
1973-02-09T10:00:00+00:00,69.44,69.44
1973-02-10T10:00:00+00:00,65.96,65.96
1973-02-11T10:00:00+00:00,63.06,63.06
1973-02-12T10:00:00+00:00,61.32,61.32
1973-02-13T10:00:00+00:00,59.00,59.00
1973-02-14T10:00:00+00:00,57.29,57.29
1973-02-15T10:00:00+00:00,63.64,63.64
1973-02-16T10:00:00+00:00,70.02,70.02
1973-02-17T10:00:00+00:00,74.80,74.80
1973-02-18T10:00:00+00:00,99.35,99.35
1973-02-19T10:00:00+00:00,117.10,117.10
1973-02-20T10:00:00+00:00,119.90,119.90
1973-02-21T10:00:00+00:00,121.30,121.30
1973-02-22T10:00:00+00:00,122.00,122.00
1973-02-23T10:00:00+00:00,122.80,122.80
1973-02-24T10:00:00+00:00,122.80,122.80
1973-02-25T10:00:00+00:00,119.90,119.90
1973-02-26T10:00:00+00:00,117.80,117.80
1973-02-27T10:00:00+00:00,117.80,117.80
1973-02-28T10:00:00+00:00,117.80,117.80
1973-03-01T10:00:00+00:00,114.30,114.30
1973-03-02T10:00:00+00:00,112.20,112.20
1973-03-03T10:00:00+00:00,102.40,102.40
1973-03-04T10:00:00+00:00,99.35,99.35
1973-03-05T10:00:00+00:00,97.70,97.70
1973-03-06T10:00:00+00:00,78.46,78.46
1973-03-07T10:00:00+00:00,63.64,63.64
1973-03-08T10:00:00+00:00,58.43,58.43
1973-03-09T10:00:00+00:00,58.43,58.43
1973-03-10T10:00:00+00:00,65.96,65.96
1973-03-11T10:00:00+00:00,87.76,87.76
1973-03-12T10:00:00+00:00,98.25,98.25
1973-03-13T10:00:00+00:00,95.50,95.50
1973-03-14T10:00:00+00:00,93.55,93.55
